posted,,05/28/2021,,PAYPAL           INST XFER  ***********BILL,Online Services,-2.99
posted,,05/28/2021,,WM SUPERCENTER #Wal-Mart COOKEVILLE   TN,General Merchandise,-163.53
posted,,05/28/2021,,SP * TUBBY TODD BATH C   TUBBYTODDBATHCA,Home Improvement,-50.6
posted,,05/28/2021,,Prime Video*2R9KI1X72    888-802-3080 WA,Entertainment,-16.41
posted,,05/28/2021,,WM SUPERC Wal-Mart Sup   COOKEVILLE   TN,General Merchandise,-9.52
posted,,05/28/2021,,DAIRY QUEEN #12847       CROSSVILE    TN,Restaurants/Dining,-8.59
posted,,05/28/2021,,EVIDATION HEALTH DIRECT DEP ***********4NHD,Deposits,--4917.17
posted,,05/27/2021,,INTEREST PAID,Interest,--0.02
posted,,05/27/2021,,KROGER #5 265 HIGHLAND   CROSSVILLE   TN,Other Expenses,-45.16
posted,,05/27/2021,,CANCUN I-40              CROSSVILLE   TN,Gasoline/Fuel,-42.83
posted,,05/27/2021,,KROGER FUEL #959 265 HIGHCROSSVILLE   TN,Gasoline/Fuel,-34.11
posted,,05/27/2021,,FIRE HOUSE SUBS 1864 ECOMCROSSVILLE   TN,Restaurants/Dining,-21.27
posted,,05/27/2021,,FOOD CITY #656           CROSSVILLE   TN,Other Expenses,-9.55
posted,,05/27/2021,,Amazon.com*2R5952MT0     AMZN.COM BILLWA,General Merchandise,-6.06
posted,,05/26/2021,,BANNER LIFE      PREM DEBIT ***********8928,Insurance,-56.24
posted,,05/26/2021,,STARBUCKS 800-782-7282   800-782-7282 WA,Other Expenses,-15
posted,,05/25/2021,,ADAM D FUSCO DMD         CROSSVILLE   TN,Healthcare/Medical,-26
posted,,05/25/2021,,FOOD CITY #656           CROSSVILLE   TN,Other Expenses,-13.33
posted,,05/24/2021,,USAA FUNDS TRANSFER DB,Transfers,-800
posted,,05/24/2021,,PAY* TEAMHEALTH          CEDAR.COM    NY,Healthcare/Medical,-216.8
posted,,05/24/2021,,KROGER #5 265 HIGHLAND   CROSSVILLE   TN,Other Expenses,-28.47
posted,,05/24/2021,,KROGER #599              CROSSVILLE   TN,Groceries,-19.74
posted,,05/24/2021,,STARBUCKS 800-782-7282   800-782-7282 WA,Other Expenses,-15
posted,,05/24/2021,,PUBLIX SUPER MAR 1265 INTCOOKEVILLE   TN,Groceries,-14.72
posted,,05/24/2021,,SQ *CREAM CITY ICE CREAM COOKEVILLE   TN,Restaurants/Dining,-12.32
posted,,05/24/2021,,SONIC DRIVE IN #1807     CROSSVILLE   TN,Other Expenses,-10.06
posted,,05/24/2021,,AMAZON.COM*2R5SN4ZS2 AMZNAMZN.COM BILLWA,General Merchandise,-9.37
